Order_ID,Batch_Number,Product_Name,Category,Dosage_Form,Manufacturer,Warehouse,Hospital_Client,City,Logistics_Company,Order_Date,Dispatch_Date,Delivery_Date,Days_To_Deliver,Delivery_Status,Quantity_Units,Unit_Price_EUR,Total_Value_EUR,Discount_Percentage,Final_Value_EUR,Payment_Status,Cold_Chain_Required,Temperature_Zone,Damage_Reported,Return_Reason,Expiry_Date,Stock_Level,Reorder_Point,Lead_Time_Days,Compliance_Status
ORD000078,BATCH00078,Fluoxetine 20mg,Antidepressant,Capsule,Bayer,Cologne Warehouse,Dresden Hospital,Cologne,UPS Pharma,09-04-2024,10-04-2024,13-04-2024,4,Delivered,1457,400.76,583907.32,12.4,511502.81,Paid,No,Ambient (15-25°C),No,Not Applicable,19-02-2029,16045,4069,10,Non-Compliant
ORD000079,BATCH00079,Ciprofloxacin 500mg,Antibiotic,Tablet,Novartis,Frankfurt Depot,Stuttgart Health Center,Frankfurt,BioLogistics GmbH,30-03-2023,02-04-2023,22-04-2023,23,Delayed,1427,38.65,55153.55,12.7,48149.05,Paid,No,Refrigerated (2-8°C),No,Not Applicable,20-03-2027,23109,1709,4,Compliant
ORD000080,BATCH00080,Atorvastatin 10mg,Cholesterol,Tablet,Johnson & Johnson,Munich Hub,Hamburg Medical Center,Munich,ColdChain Logistics,04-06-2022,06-06-2022,13-06-2022,9,Delivered,4097,232.24,951487.28,11.3,843969.22,Overdue,No,Ambient (15-25°C),No,Not Applicable,02-09-2026,42239,3147,14,Compliant
ORD000081,BATCH00081,Atorvastatin 10mg,Cholesterol,Tablet,GSK,Berlin Central,Nuremberg Clinic,Berlin,MedExpress,17-07-2023,22-07-2023,Not Delivered Yet,Not Applicable,Pending,510,176.3,89913,1.5,88564.3,Paid,No,Ambient (15-25°C),Yes,Not Applicable,16-02-2027,18913,1128,11,Compliant
ORD000082,BATCH00082,Prednisolone 5mg,Steroid,Tablet,Merck,Stuttgart Center,Dresden Hospital,Stuttgart,MedExpress,10-07-2024,15-07-2024,21-07-2024,11,Delivered,1592,161.1,256471.2,9.5,232106.44,Paid,No,Ambient (15-25°C),No,Not Applicable,14-05-2026,46913,1190,9,Compliant
ORD000083,BATCH00083,Amoxicillin 250mg,Antibiotic,Capsule,AstraZeneca,Cologne Warehouse,Nuremberg Clinic,Cologne,MedExpress,16-01-2024,19-01-2024,22-01-2024,6,Delivered,3223,204.68,659683.64,6.8,614825.15,Paid,No,Ambient (15-25°C),No,Not Applicable,23-05-2028,4419,3200,2,Under Review
ORD000084,BATCH00084,Vitamin D3 1000IU,Supplement,Tablet,Johnson & Johnson,Hamburg Port,Bremen Health Institute,Hamburg,FedEx Health,16-06-2022,21-06-2022,09-07-2022,23,Delayed,1208,458.41,553759.28,6.2,519426.2,Paid,No,Refrigerated (2-8°C),No,Not Applicable,18-02-2027,39096,1194,5,Under Review
ORD000085,BATCH00085,Vitamin D3 1000IU,Supplement,Tablet,Abbott,Leipzig Store,Hamburg Medical Center,Leipzig,BioLogistics GmbH,17-05-2024,22-05-2024,25-05-2024,8,Delivered,199,181.62,36142.38,3.6,34841.25,Pending,No,Ambient (15-25°C),No,Not Applicable,29-07-2026,12683,2355,3,Compliant
ORD000086,BATCH00086,Ibuprofen 400mg,Anti-inflammatory,Tablet,Johnson & Johnson,Leipzig Store,Munich Clinic,Leipzig,ColdChain Logistics,21-11-2023,26-11-2023,28-11-2023,7,Delivered,4942,188.67,932407.14,3.2,902570.11,Paid,No,Refrigerated (2-8°C),No,Not Applicable,08-10-2028,47363,4085,1,Non-Compliant
ORD000087,BATCH00087,Warfarin 5mg,Blood Thinner,Tablet,AstraZeneca,Frankfurt Depot,Bremen Health Institute,Frankfurt,UPS Pharma,25-04-2023,30-04-2023,Cancelled,Not Applicable,Cancelled,2009,155.08,311555.72,16.2,261083.69,Overdue,No,Ambient (15-25°C),No,Not Applicable,10-12-2026,28974,4282,13,Compliant
ORD000088,BATCH00088,Vitamin D3 1000IU,Supplement,Tablet,Sanofi,Stuttgart Center,Dresden Hospital,Stuttgart,FedEx Health,11-10-2022,14-10-2022,Not Delivered Yet,Not Applicable,In Transit,477,320.77,153007.29,17.5,126231.01,Overdue,No,Ambient (15-25°C),No,Not Applicable,19-11-2026,8270,2835,2,Compliant
ORD000089,BATCH00089,Insulin Glargine,Diabetes,Injection,GSK,Stuttgart Center,Hamburg Medical Center,Stuttgart,MedExpress,31-03-2023,04-04-2023,07-04-2023,7,Delivered,268,207.74,55674.32,7.9,51276.05,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,04-05-2026,24670,2339,1,Compliant
ORD000090,BATCH00090,Metformin 500mg,Diabetes,Tablet,Abbott,Leipzig Store,Hamburg Medical Center,Leipzig,FedEx Health,11-08-2023,15-08-2023,21-08-2023,10,Delivered,1186,379.54,450134.44,9.4,407821.8,Paid,No,Ambient (15-25°C),No,Not Applicable,22-01-2028,16872,2266,14,Compliant
ORD000091,BATCH00091,Losartan 50mg,Hypertension,Tablet,Merck,Stuttgart Center,Dresden Hospital,Stuttgart,DHL Medical,02-05-2023,05-05-2023,Not Delivered Yet,Not Applicable,Pending,1048,24.35,25518.8,8.4,23375.22,Pending,No,Ambient (15-25°C),No,Not Applicable,28-10-2027,39207,4891,1,Under Review
ORD000092,BATCH00092,Fluoxetine 20mg,Antidepressant,Capsule,AstraZeneca,Cologne Warehouse,Hamburg Medical Center,Cologne,UPS Pharma,04-01-2022,09-01-2022,00-01-1900,Not Applicable,Returned,2940,120.66,354740.4,8.3,325296.95,Paid,No,Refrigerated (2-8°C),No,Expired,25-09-2026,34575,4957,9,Under Review
ORD000093,BATCH00093,Losartan 50mg,Hypertension,Tablet,Pfizer,Frankfurt Depot,Nuremberg Clinic,Frankfurt,DHL Medical,04-02-2024,07-02-2024,00-01-1900,Not Applicable,Returned,183,178.87,32733.21,1.4,32274.95,Overdue,No,Refrigerated (2-8°C),No,Damaged,11-06-2026,48281,3223,3,Compliant
ORD000094,BATCH00094,Warfarin 5mg,Blood Thinner,Tablet,Sanofi,Hamburg Port,Hamburg Medical Center,Hamburg,BioLogistics GmbH,07-09-2024,09-09-2024,Cancelled,Not Applicable,Cancelled,1154,32.02,36951.08,15.5,31223.66,Paid,No,Ambient (15-25°C),No,Not Applicable,01-04-2028,13172,843,6,Compliant
ORD000095,BATCH00095,Ciprofloxacin 500mg,Antibiotic,Tablet,Bayer,Leipzig Store,Hanover Medical Center,Leipzig,MedExpress,16-03-2022,18-03-2022,Not Delivered Yet,Not Applicable,Pending,2393,178.81,427892.33,15.6,361141.13,Paid,No,Ambient (15-25°C),No,Not Applicable,17-11-2026,28736,3776,12,Non-Compliant
ORD000096,BATCH00096,Vitamin D3 1000IU,Supplement,Tablet,Abbott,Munich Hub,Nuremberg Clinic,Munich,BioLogistics GmbH,23-01-2024,28-01-2024,Cancelled,Not Applicable,Cancelled,2234,400.67,895096.78,14.5,765307.75,Paid,No,Ambient (15-25°C),No,Not Applicable,02-07-2025,35848,2906,6,Compliant
ORD000097,BATCH00097,Ibuprofen 400mg,Anti-inflammatory,Tablet,Abbott,Cologne Warehouse,Stuttgart Health Center,Cologne,UPS Pharma,22-05-2024,24-05-2024,Cancelled,Not Applicable,Cancelled,3686,176.1,649104.6,0.8,643911.76,Paid,No,Refrigerated (2-8°C),No,Not Applicable,14-05-2027,42008,969,2,Non-Compliant
ORD000098,BATCH00098,Warfarin 5mg,Blood Thinner,Tablet,Sanofi,Leipzig Store,Hamburg Medical Center,Leipzig,DHL Medical,16-06-2024,17-06-2024,19-06-2024,3,Delivered,600,118.38,71028,12.9,61865.39,Paid,No,Ambient (15-25°C),No,Not Applicable,27-06-2027,39755,1756,11,Non-Compliant
ORD000099,BATCH00099,Warfarin 5mg,Blood Thinner,Tablet,Abbott,Frankfurt Depot,Munich Clinic,Frankfurt,ColdChain Logistics,20-12-2024,23-12-2024,27-12-2024,7,Delivered,2625,324.96,853020,5,810369,Pending,No,Ambient (15-25°C),No,Not Applicable,09-08-2026,34030,3670,9,Compliant
ORD000100,BATCH00100,Insulin Glargine,Diabetes,Injection,Johnson & Johnson,Cologne Warehouse,Nuremberg Clinic,Cologne,FedEx Health,02-10-2024,04-10-2024,Not Delivered Yet,Not Applicable,Pending,1054,68.3,71988.2,1.5,70908.38,Pending,Yes,Refrigerated (2-8°C),No,Not Applicable,20-09-2026,5853,3118,11,Compliant
ORD000101,BATCH00101,Ibuprofen 400mg,Anti-inflammatory,Tablet,Sanofi,Stuttgart Center,Stuttgart Health Center,Stuttgart,UPS Pharma,23-12-2022,26-12-2022,31-12-2022,8,Delivered,1886,61.12,115272.32,4,110661.43,Paid,No,Ambient (15-25°C),No,Not Applicable,02-10-2024,23751,3522,8,Under Review
ORD000102,BATCH00102,Atorvastatin 10mg,Cholesterol,Tablet,Merck,Berlin Central,Munich Clinic,Berlin,UPS Pharma,07-09-2024,12-09-2024,00-01-1900,Not Applicable,Returned,3415,384.7,1313750.5,16.5,1096981.67,Pending,No,Ambient (15-25°C),No,Damaged,05-02-2026,30628,4738,6,Compliant
ORD000103,BATCH00103,Losartan 50mg,Hypertension,Tablet,Merck,Munich Hub,Hamburg Medical Center,Munich,MedExpress,12-09-2022,17-09-2022,19-09-2022,7,Delivered,2541,82.75,210267.75,6.5,196600.35,Overdue,No,Ambient (15-25°C),No,Not Applicable,03-09-2027,18715,1146,5,Compliant
ORD000104,BATCH00104,Losartan 50mg,Hypertension,Tablet,Johnson & Johnson,Munich Hub,Stuttgart Health Center,Munich,ColdChain Logistics,26-10-2024,28-10-2024,02-11-2024,7,Delivered,4806,77.52,372561.12,13.2,323383.05,Overdue,No,Ambient (15-25°C),No,Not Applicable,18-03-2029,2799,732,2,Compliant
ORD000105,BATCH00105,Fluoxetine 20mg,Antidepressant,Capsule,Johnson & Johnson,Cologne Warehouse,Frankfurt General Hospital,Cologne,ColdChain Logistics,04-03-2022,08-03-2022,00-01-1900,Not Applicable,Returned,4519,145.19,656113.61,19.1,530795.91,Paid,No,Ambient (15-25°C),No,Quality Issue,17-11-2025,29823,1097,12,Compliant
ORD000106,BATCH00106,Omeprazole 20mg,Gastric,Capsule,GSK,Frankfurt Depot,Nuremberg Clinic,Frankfurt,MedExpress,28-11-2023,03-12-2023,Not Delivered Yet,Not Applicable,In Transit,1226,156.63,192028.38,14.4,164376.29,Paid,No,Ambient (15-25°C),No,Not Applicable,04-11-2026,33849,1369,6,Compliant
ORD000107,BATCH00107,Morphine 10mg,Pain Relief,Injection,Novartis,Hamburg Port,Nuremberg Clinic,Hamburg,FedEx Health,18-07-2022,19-07-2022,22-07-2022,4,Delivered,3196,432.15,1381151.4,8.4,1265134.68,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,09-06-2024,47359,3061,4,Compliant
ORD000108,BATCH00108,Dexamethasone 4mg,Steroid,Tablet,Sanofi,Frankfurt Depot,Nuremberg Clinic,Frankfurt,UPS Pharma,17-02-2022,18-02-2022,Cancelled,Not Applicable,Cancelled,3271,252.97,827464.87,19.3,667764.15,Paid,No,Refrigerated (2-8°C),No,Not Applicable,02-05-2024,18538,4554,10,Non-Compliant
ORD000109,BATCH00109,Salbutamol Inhaler,Respiratory,Inhaler,Sanofi,Berlin Central,Munich Clinic,Berlin,MedExpress,26-06-2023,29-06-2023,06-07-2023,10,Delivered,3353,183.29,614571.37,8,565405.66,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,05-09-2027,19013,1102,7,Under Review
ORD000110,BATCH00110,Morphine 10mg,Pain Relief,Injection,Sanofi,Hamburg Port,Bremen Health Institute,Hamburg,BioLogistics GmbH,21-09-2022,22-09-2022,26-09-2022,5,Delivered,3107,397.55,1235187.85,6.8,1151195.08,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,08-10-2025,39583,4670,7,Under Review
ORD000111,BATCH00111,Amoxicillin 250mg,Antibiotic,Capsule,Pfizer,Berlin Central,Hamburg Medical Center,Berlin,BioLogistics GmbH,28-08-2024,02-09-2024,17-09-2024,20,Delayed,1270,303.33,385229.1,10.3,345550.5,Pending,No,Refrigerated (2-8°C),No,Not Applicable,30-06-2027,40502,2951,10,Compliant
ORD000112,BATCH00112,Ciprofloxacin 500mg,Antibiotic,Tablet,Sanofi,Stuttgart Center,Nuremberg Clinic,Stuttgart,BioLogistics GmbH,30-08-2024,31-08-2024,Not Delivered Yet,Not Applicable,Pending,3067,165.95,508968.65,2.2,497771.34,Paid,No,Refrigerated (2-8°C),No,Not Applicable,31-12-2027,39219,4387,5,Under Review
ORD000113,BATCH00113,Fluoxetine 20mg,Antidepressant,Capsule,AstraZeneca,Cologne Warehouse,Berlin University Hospital,Cologne,ColdChain Logistics,16-12-2022,21-12-2022,Cancelled,Not Applicable,Cancelled,3164,74.31,235116.84,13.6,203140.95,Paid,No,Refrigerated (2-8°C),No,Not Applicable,18-02-2024,12603,655,8,Compliant
ORD000114,BATCH00114,COVID-19 Vaccine,Vaccine,Injection,Roche,Frankfurt Depot,Frankfurt General Hospital,Frankfurt,MedExpress,08-05-2022,10-05-2022,Cancelled,Not Applicable,Cancelled,4299,104.07,447396.93,6.5,418316.13,Pending,Yes,Refrigerated (2-8°C),No,Not Applicable,23-01-2027,20662,1918,8,Under Review
ORD000115,BATCH00115,Lisinopril 10mg,Hypertension,Tablet,Sanofi,Hamburg Port,Stuttgart Health Center,Hamburg,ColdChain Logistics,29-01-2023,31-01-2023,Cancelled,Not Applicable,Cancelled,2335,279.26,652072.1,4.5,622728.86,Pending,No,Ambient (15-25°C),No,Not Applicable,29-09-2025,20877,4430,6,Under Review
ORD000116,BATCH00116,Insulin Glargine,Diabetes,Injection,Johnson & Johnson,Berlin Central,Bremen Health Institute,Berlin,BioLogistics GmbH,19-03-2024,22-03-2024,00-01-1900,Not Applicable,Returned,1249,145.58,181829.42,5.8,171283.31,Paid,Yes,Refrigerated (2-8°C),No,Quality Issue,27-08-2025,49077,4424,4,Compliant
ORD000117,BATCH00117,Losartan 50mg,Hypertension,Tablet,Johnson & Johnson,Stuttgart Center,Stuttgart Health Center,Stuttgart,FedEx Health,06-05-2023,08-05-2023,09-05-2023,3,Delivered,4400,113.22,498168,4.7,474754.1,Pending,No,Ambient (15-25°C),No,Not Applicable,26-11-2024,6689,1626,1,Under Review
ORD000118,BATCH00118,Omeprazole 20mg,Gastric,Capsule,Bayer,Cologne Warehouse,Nuremberg Clinic,Cologne,MedExpress,12-08-2023,15-08-2023,Not Delivered Yet,Not Applicable,In Transit,2388,323.13,771634.44,18.2,631196.97,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,10-02-2025,48510,805,3,Non-Compliant
ORD000119,BATCH00119,Omeprazole 20mg,Gastric,Capsule,Pfizer,Leipzig Store,Dresden Hospital,Leipzig,MedExpress,16-08-2023,17-08-2023,18-08-2023,2,Delivered,2494,284.2,708794.8,2.1,693910.11,Overdue,No,Ambient (15-25°C),No,Not Applicable,02-07-2026,34461,4546,3,Under Review
ORD000120,BATCH00120,Morphine 10mg,Pain Relief,Injection,Johnson & Johnson,Munich Hub,Munich Clinic,Munich,UPS Pharma,28-07-2024,31-07-2024,06-08-2024,9,Delivered,1575,7.54,11875.5,6.7,11079.84,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,24-03-2027,11601,3821,14,Non-Compliant
ORD000121,BATCH00121,Ciprofloxacin 500mg,Antibiotic,Tablet,Abbott,Berlin Central,Dresden Hospital,Berlin,BioLogistics GmbH,14-01-2023,16-01-2023,20-01-2023,6,Delivered,2700,467.94,1263438,0.1,1262174.56,Paid,No,Ambient (15-25°C),No,Not Applicable,09-03-2026,21702,2973,10,Under Review
ORD000122,BATCH00122,Paracetamol 500mg,Pain Relief,Tablet,Johnson & Johnson,Cologne Warehouse,Cologne Medical Hub,Cologne,BioLogistics GmbH,08-05-2022,09-05-2022,Not Delivered Yet,Not Applicable,In Transit,3862,153.75,593782.5,8.1,545686.12,Paid,No,Refrigerated (2-8°C),No,Not Applicable,02-03-2026,41958,2916,6,Under Review
ORD000123,BATCH00123,Azithromycin 500mg,Antibiotic,Tablet,AstraZeneca,Munich Hub,Nuremberg Clinic,Munich,FedEx Health,05-02-2024,09-02-2024,Cancelled,Not Applicable,Cancelled,4549,456.44,2076345.56,15.1,1762817.38,Overdue,No,Ambient (15-25°C),No,Not Applicable,26-10-2028,5465,4804,8,Under Review
ORD000124,BATCH00124,Warfarin 5mg,Blood Thinner,Tablet,Novartis,Stuttgart Center,Munich Clinic,Stuttgart,DHL Medical,18-03-2025,23-03-2025,Not Delivered Yet,Not Applicable,In Transit,1277,82.69,105595.13,17.1,87538.36,Overdue,No,Ambient (15-25°C),No,Not Applicable,07-09-2028,32135,1244,9,Non-Compliant
ORD000125,BATCH00125,Amoxicillin 250mg,Antibiotic,Capsule,GSK,Munich Hub,Hanover Medical Center,Munich,MedExpress,28-02-2025,01-03-2025,Cancelled,Not Applicable,Cancelled,4627,231.46,1070965.42,16.1,898539.99,Paid,No,Ambient (15-25°C),No,Not Applicable,13-04-2026,48977,2285,10,Compliant
ORD000126,BATCH00126,Amoxicillin 250mg,Antibiotic,Capsule,Bayer,Hamburg Port,Munich Clinic,Hamburg,ColdChain Logistics,22-05-2022,26-05-2022,27-05-2022,5,Delivered,2401,204.73,491556.73,15.4,415856.99,Pending,No,Refrigerated (2-8°C),No,Not Applicable,25-12-2026,24640,3633,8,Non-Compliant
ORD000127,BATCH00127,Vitamin D3 1000IU,Supplement,Tablet,Novartis,Cologne Warehouse,Hanover Medical Center,Cologne,FedEx Health,31-08-2022,02-09-2022,18-09-2022,18,Delayed,3269,264.66,865173.54,14.6,738858.2,Paid,No,Ambient (15-25°C),No,Not Applicable,29-11-2024,30443,4960,7,Under Review
ORD000128,BATCH00128,Vitamin D3 1000IU,Supplement,Tablet,AstraZeneca,Munich Hub,Nuremberg Clinic,Munich,UPS Pharma,19-07-2023,21-07-2023,27-07-2023,8,Delivered,974,16.59,16158.66,13.2,14025.72,Paid,No,Ambient (15-25°C),No,Not Applicable,29-12-2027,6712,775,8,Under Review
ORD000129,BATCH00129,Amoxicillin 250mg,Antibiotic,Capsule,AstraZeneca,Cologne Warehouse,Berlin University Hospital,Cologne,MedExpress,25-04-2023,30-04-2023,Cancelled,Not Applicable,Cancelled,1829,377.32,690118.28,15.5,583149.95,Paid,No,Refrigerated (2-8°C),No,Not Applicable,04-02-2025,48040,3112,10,Under Review
ORD000130,BATCH00130,Lisinopril 10mg,Hypertension,Tablet,AstraZeneca,Hamburg Port,Hamburg Medical Center,Hamburg,BioLogistics GmbH,26-04-2024,29-04-2024,Not Delivered Yet,Not Applicable,In Transit,2304,30.95,71308.8,19,57760.13,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,19-04-2026,32581,884,6,Non-Compliant
ORD000131,BATCH00131,Ciprofloxacin 500mg,Antibiotic,Tablet,Abbott,Cologne Warehouse,Dresden Hospital,Cologne,MedExpress,07-09-2023,11-09-2023,13-09-2023,6,Delivered,4456,237.02,1056161.12,17,876613.73,Pending,No,Refrigerated (2-8°C),No,Not Applicable,14-05-2026,3876,3880,7,Under Review
ORD000132,BATCH00132,Ciprofloxacin 500mg,Antibiotic,Tablet,Roche,Frankfurt Depot,Frankfurt General Hospital,Frankfurt,UPS Pharma,08-11-2023,09-11-2023,Not Delivered Yet,Not Applicable,In Transit,3734,423.64,1581871.76,1.8,1553398.07,Overdue,No,Ambient (15-25°C),No,Not Applicable,02-12-2025,39613,823,14,Compliant
ORD000133,BATCH00133,Cetirizine 10mg,Allergy,Tablet,Merck,Cologne Warehouse,Hanover Medical Center,Cologne,FedEx Health,04-03-2023,07-03-2023,Cancelled,Not Applicable,Cancelled,2533,478.53,1212116.49,0.3,1208480.14,Pending,No,Refrigerated (2-8°C),No,Not Applicable,27-03-2025,15998,2175,7,Compliant
ORD000134,BATCH00134,Losartan 50mg,Hypertension,Tablet,Abbott,Leipzig Store,Stuttgart Health Center,Leipzig,MedExpress,28-12-2024,31-12-2024,Cancelled,Not Applicable,Cancelled,2576,131.15,337842.4,10.3,303044.63,Pending,No,Ambient (15-25°C),No,Not Applicable,11-10-2028,21086,2164,6,Compliant
ORD000135,BATCH00135,COVID-19 Vaccine,Vaccine,Injection,Pfizer,Stuttgart Center,Frankfurt General Hospital,Stuttgart,BioLogistics GmbH,03-02-2022,06-02-2022,11-02-2022,8,Delivered,4834,289.78,1400796.52,8.4,1283129.61,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,12-12-2023,24993,2513,8,Under Review
ORD000136,BATCH00136,Lisinopril 10mg,Hypertension,Tablet,Johnson & Johnson,Leipzig Store,Nuremberg Clinic,Leipzig,BioLogistics GmbH,01-08-2024,03-08-2024,Cancelled,Not Applicable,Cancelled,2935,85.05,249621.75,14.4,213676.22,Overdue,No,Ambient (15-25°C),No,Not Applicable,27-04-2028,42161,981,9,Compliant
ORD000137,BATCH00137,Ibuprofen 400mg,Anti-inflammatory,Tablet,Pfizer,Leipzig Store,Berlin University Hospital,Leipzig,MedExpress,19-04-2023,20-04-2023,26-04-2023,7,Delivered,1287,5.07,6525.09,10.1,5866.06,Overdue,No,Ambient (15-25°C),No,Not Applicable,22-05-2026,31767,4496,1,Compliant
ORD000138,BATCH00138,Losartan 50mg,Hypertension,Tablet,Sanofi,Frankfurt Depot,Berlin University Hospital,Frankfurt,DHL Medical,02-01-2025,05-01-2025,Not Delivered Yet,Not Applicable,Pending,190,251.36,47758.4,14,41072.22,Paid,No,Ambient (15-25°C),No,Not Applicable,01-06-2028,34466,1719,4,Compliant
ORD000139,BATCH00139,Prednisolone 5mg,Steroid,Tablet,Sanofi,Hamburg Port,Cologne Medical Hub,Hamburg,UPS Pharma,11-06-2022,14-06-2022,00-01-1900,Not Applicable,Returned,3376,229.77,775703.52,4.9,737694.05,Paid,No,Ambient (15-25°C),No,Damaged,08-05-2027,6227,3820,7,Non-Compliant
ORD000140,BATCH00140,Losartan 50mg,Hypertension,Tablet,GSK,Berlin Central,Berlin University Hospital,Berlin,BioLogistics GmbH,19-06-2022,23-06-2022,30-06-2022,11,Delivered,3604,322.63,1162758.52,6.6,1086016.46,Paid,No,Refrigerated (2-8°C),No,Not Applicable,31-12-2023,13955,4395,5,Compliant
ORD000141,BATCH00141,Ibuprofen 400mg,Anti-inflammatory,Tablet,Johnson & Johnson,Stuttgart Center,Bremen Health Institute,Stuttgart,BioLogistics GmbH,03-01-2023,06-01-2023,07-01-2023,4,Delivered,1747,293.72,513128.84,15,436159.51,Paid,No,Ambient (15-25°C),No,Not Applicable,01-01-2028,10746,2469,10,Non-Compliant
ORD000142,BATCH00142,Losartan 50mg,Hypertension,Tablet,Abbott,Frankfurt Depot,Hamburg Medical Center,Frankfurt,BioLogistics GmbH,22-10-2024,25-10-2024,26-10-2024,4,Delivered,850,218.83,186005.5,16.8,154756.58,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,19-09-2027,26098,3173,1,Compliant
ORD000143,BATCH00143,Morphine 10mg,Pain Relief,Injection,GSK,Munich Hub,Cologne Medical Hub,Munich,ColdChain Logistics,03-06-2024,05-06-2024,00-01-1900,Not Applicable,Returned,4849,330.51,1602642.99,1.7,1575398.06,Paid,Yes,Refrigerated (2-8°C),No,Wrong Item,20-11-2028,5476,2695,3,Non-Compliant
ORD000144,BATCH00144,Atorvastatin 10mg,Cholesterol,Tablet,Bayer,Hamburg Port,Cologne Medical Hub,Hamburg,DHL Medical,11-01-2022,14-01-2022,18-01-2022,7,Delivered,2998,380.79,1141608.42,2,1118776.25,Overdue,No,Ambient (15-25°C),No,Not Applicable,08-07-2023,36455,4697,7,Compliant
ORD000145,BATCH00145,Paracetamol 500mg,Pain Relief,Tablet,Novartis,Hamburg Port,Hanover Medical Center,Hamburg,DHL Medical,28-02-2024,29-02-2024,12-03-2024,13,Delayed,3439,194.21,667888.19,1.7,656534.09,Paid,No,Ambient (15-25°C),No,Not Applicable,17-04-2028,45012,3618,3,Compliant
ORD000146,BATCH00146,Insulin Glargine,Diabetes,Injection,Johnson & Johnson,Hamburg Port,Nuremberg Clinic,Hamburg,FedEx Health,09-12-2022,13-12-2022,16-12-2022,7,Delivered,3499,150.23,525654.77,15.7,443126.97,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,17-12-2025,47344,4561,10,Under Review
ORD000147,BATCH00147,Cetirizine 10mg,Allergy,Tablet,GSK,Berlin Central,Hamburg Medical Center,Berlin,UPS Pharma,21-03-2024,24-03-2024,31-03-2024,10,Delivered,3162,402.14,1271566.68,6.6,1187643.28,Overdue,No,Ambient (15-25°C),No,Not Applicable,04-02-2027,9021,2961,6,Under Review
ORD000148,BATCH00148,Cetirizine 10mg,Allergy,Tablet,GSK,Hamburg Port,Hamburg Medical Center,Hamburg,MedExpress,20-08-2023,24-08-2023,10-09-2023,21,Delayed,2035,163.28,332274.8,5.6,313667.41,Overdue,No,Ambient (15-25°C),No,Not Applicable,01-11-2026,13194,4969,3,Under Review
ORD000149,BATCH00149,Paracetamol 500mg,Pain Relief,Tablet,GSK,Cologne Warehouse,Frankfurt General Hospital,Cologne,MedExpress,22-05-2022,26-05-2022,Not Delivered Yet,Not Applicable,Pending,4140,70.02,289882.8,6.1,272199.95,Pending,No,Refrigerated (2-8°C),No,Not Applicable,20-10-2024,24806,1105,8,Under Review
ORD000150,BATCH00150,Dexamethasone 4mg,Steroid,Tablet,Merck,Frankfurt Depot,Hanover Medical Center,Frankfurt,ColdChain Logistics,18-01-2025,19-01-2025,00-01-1900,Not Applicable,Returned,2995,350.97,1051155.15,16.2,880868.02,Paid,No,Refrigerated (2-8°C),No,Damaged,18-05-2029,43196,3408,3,Under Review
ORD000151,BATCH00151,Amoxicillin 250mg,Antibiotic,Capsule,Merck,Cologne Warehouse,Dresden Hospital,Cologne,UPS Pharma,05-08-2022,06-08-2022,00-01-1900,Not Applicable,Returned,857,129.74,111187.18,10.2,99846.09,Pending,No,Refrigerated (2-8°C),No,Wrong Item,02-07-2026,24618,3704,8,Under Review
